,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTPTN,ATPTN,HGSTN,HGCTN,AGSTN,AGCTN,histhome,histaway
2979,SP1,21/04/17,Sevilla,Granada,2,0,H,1,0,H,28,9,12,2,18,11,7,2,1,2,0,0,62.0,20.0,56.0,39.0,53.0,43.0,542,219
2980,SP1,22/04/17,Espanol,Ath Madrid,0,1,A,0,0,D,10,13,2,3,13,10,5,3,3,2,0,0,49.0,65.0,44.0,42.0,47.0,43.0,422,650
2981,SP1,22/04/17,Malaga,Valencia,2,0,H,2,0,H,10,13,4,2,16,13,7,6,3,3,0,0,33.0,40.0,36.0,49.0,39.0,48.0,407,557
2982,SP1,22/04/17,Osasuna,Sp Gijon,2,2,D,1,0,H,7,12,1,4,25,10,1,5,3,4,0,0,17.0,22.0,32.0,73.0,35.0,76.0,244,194
2983,SP1,22/04/17,Villarreal,Leganes,2,1,H,0,0,D,11,8,5,4,9,19,3,8,1,3,0,0,54.0,27.0,46.0,26.0,46.0,27.0,470,78
2984,SP1,23/04/17,Celta,Betis,0,1,A,0,0,D,8,17,4,6,16,15,5,6,3,5,0,0,44.0,34.0,48.0,51.0,48.0,55.0,291,272
2985,SP1,23/04/17,Las Palmas,Alaves,1,1,D,1,0,H,14,12,3,5,16,14,3,9,4,1,1,0,38.0,43.0,51.0,57.0,48.0,53.0,105,102
2986,SP1,23/04/17,Real Madrid,Barcelona,2,3,A,1,1,D,22,16,14,9,13,8,7,4,2,2,1,0,75.0,72.0,82.0,33.0,81.0,34.0,811,841
2987,SP1,23/04/17,Sociedad,La Coruna,1,0,H,1,0,H,17,5,3,1,16,16,11,1,1,3,0,0,52.0,31.0,48.0,45.0,47.0,45.0,424,267
2988,SP1,24/04/17,Eibar,Ath Bilbao,0,1,A,0,0,D,7,9,2,3,15,9,5,5,4,2,1,0,50.0,53.0,52.0,44.0,56.0,46.0,183,499
2989,SP1,25/04/17,Ath Madrid,Villarreal,0,1,A,0,0,D,23,6,9,2,15,16,5,1,2,6,0,0,68.0,57.0,60.0,24.0,62.0,27.0,650,470
2990,SP1,25/04/17,Granada,Malaga,0,2,A,0,0,D,3,17,1,6,22,13,2,4,5,0,0,0,20.0,36.0,27.0,70.0,29.0,67.0,219,407
2991,SP1,25/04/17,Sp Gijon,Espanol,1,1,D,1,0,H,16,14,6,5,9,11,7,2,1,2,0,0,23.0,49.0,36.0,66.0,35.0,65.0,194,422
2992,SP1,26/04/17,Barcelona,Osasuna,7,1,H,2,0,H,19,3,9,2,3,7,10,1,0,0,0,0,75.0,18.0,94.0,32.0,90.0,33.0,841,244
2993,SP1,26/04/17,La Coruna,Real Madrid,2,6,A,1,3,A,19,22,7,11,12,5,4,5,3,1,0,0,31.0,75.0,35.0,51.0,40.0,55.0,267,811
2994,SP1,26/04/17,Leganes,Las Palmas,3,0,H,0,0,D,16,7,5,0,14,17,6,3,1,0,0,0,27.0,39.0,27.0,51.0,28.0,54.0,78,105
2995,SP1,26/04/17,Valencia,Sociedad,2,3,A,0,2,A,14,8,3,2,15,21,2,3,4,3,0,0,40.0,55.0,47.0,56.0,50.0,57.0,557,424
2996,SP1,27/04/17,Alaves,Eibar,0,0,D,0,0,D,14,6,4,4,13,14,3,2,4,2,0,1,44.0,50.0,32.0,40.0,29.0,41.0,102,183
2997,SP1,27/04/17,Ath Bilbao,Betis,2,1,H,0,0,D,18,9,9,3,10,17,11,1,1,3,0,0,56.0,37.0,46.0,37.0,46.0,37.0,499,272
2998,SP1,27/04/17,Sevilla,Celta,2,1,H,0,0,D,16,10,5,1,20,18,5,1,1,2,0,1,65.0,44.0,58.0,39.0,59.0,40.0,542,291
2999,SP1,28/04/17,Villarreal,Sp Gijon,3,1,H,1,0,H,18,14,6,7,9,10,4,7,2,1,0,0,60.0,24.0,49.0,27.0,49.0,29.0,470,194
3000,SP1,29/04/17,Espanol,Barcelona,0,3,A,0,0,D,6,15,3,9,19,18,4,5,3,0,0,0,50.0,78.0,45.0,44.0,54.0,46.0,422,841
3001,SP1,29/04/17,Las Palmas,Ath Madrid,0,5,A,0,3,A,15,8,3,7,6,13,7,1,4,4,1,0,39.0,68.0,52.0,61.0,52.0,58.0,105,650
3002,SP1,29/04/17,Real Madrid,Valencia,2,1,H,1,0,H,20,9,5,2,13,10,2,3,3,4,0,0,78.0,40.0,90.0,38.0,84.0,38.0,811,557
3003,SP1,29/04/17,Sociedad,Granada,2,1,H,1,0,H,13,5,5,3,14,16,7,1,0,3,0,0,58.0,20.0,52.0,47.0,48.0,49.0,424,219
3004,SP1,30/04/17,Betis,Alaves,1,4,A,1,0,H,11,9,3,5,14,16,4,0,1,5,0,0,37.0,45.0,37.0,53.0,37.0,52.0,272,102
3005,SP1,30/04/17,Celta,Ath Bilbao,0,3,A,0,1,A,5,22,0,12,8,11,0,11,1,1,0,0,44.0,59.0,49.0,54.0,51.0,53.0,291,499
3006,SP1,30/04/17,Eibar,Leganes,2,0,H,0,0,D,9,12,5,1,12,9,2,11,1,1,0,0,51.0,30.0,52.0,45.0,56.0,46.0,183,78
3007,SP1,30/04/17,Osasuna,La Coruna,2,2,D,1,1,D,16,15,5,5,9,11,7,7,2,3,0,0,18.0,31.0,35.0,82.0,36.0,82.0,244,267
3008,SP1,01/05/17,Malaga,Sevilla,4,2,H,1,1,D,11,9,5,4,14,18,1,3,3,5,0,0,39.0,68.0,40.0,49.0,40.0,50.0,407,542
3009,SP1,05/05/17,Sevilla,Sociedad,1,1,D,1,0,H,11,9,3,3,20,10,10,3,4,3,0,1,68.0,61.0,62.0,44.0,63.0,42.0,542,424
3010,SP1,06/05/17,Ath Madrid,Eibar,1,0,H,0,0,D,14,7,5,3,6,10,6,5,3,3,1,0,71.0,54.0,65.0,25.0,62.0,25.0,650,183
3011,SP1,06/05/17,Barcelona,Villarreal,4,1,H,2,1,H,20,8,8,4,10,13,4,3,2,4,0,0,81.0,63.0,104.0,33.0,98.0,33.0,841,470
3012,SP1,06/05/17,Granada,Real Madrid,0,4,A,0,4,A,13,16,3,8,14,8,6,3,1,0,0,0,20.0,81.0,28.0,74.0,35.0,75.0,219,811
3013,SP1,06/05/17,Sp Gijon,Las Palmas,1,0,H,0,0,D,16,8,3,2,19,15,5,4,4,3,0,0,24.0,39.0,38.0,70.0,37.0,75.0,194,105
3014,SP1,07/05/17,Alaves,Ath Bilbao,1,0,H,0,0,D,9,20,3,6,14,11,3,10,1,4,0,0,48.0,62.0,36.0,41.0,39.0,41.0,102,499
3015,SP1,07/05/17,La Coruna,Espanol,1,2,A,0,2,A,21,9,5,3,10,14,12,4,1,2,0,0,32.0,50.0,39.0,59.0,36.0,55.0,267,422
3016,SP1,07/05/17,Malaga,Celta,3,0,H,1,0,H,14,5,8,2,13,18,2,1,2,4,0,0,42.0,44.0,44.0,51.0,41.0,54.0,407,291
3017,SP1,07/05/17,Valencia,Osasuna,4,1,H,2,0,H,19,9,8,4,15,11,9,2,3,2,0,0,40.0,19.0,50.0,61.0,50.0,65.0,557,244
3018,SP1,08/05/17,Leganes,Betis,4,0,H,2,0,H,6,13,4,3,18,13,2,2,3,0,0,0,30.0,37.0,30.0,53.0,32.0,57.0,78,272
3019,SP1,13/05/17,Espanol,Valencia,0,1,A,0,0,D,15,9,3,3,19,14,7,2,0,4,0,0,53.0,43.0,47.0,48.0,50.0,50.0,422,557
3020,SP1,13/05/17,Osasuna,Granada,2,1,H,1,1,D,19,9,7,3,11,9,8,3,1,3,0,0,19.0,20.0,38.0,88.0,36.0,88.0,244,219
3021,SP1,14/05/17,Alaves,Celta,3,1,H,3,0,H,11,15,4,4,11,13,4,4,1,3,0,0,51.0,44.0,37.0,41.0,37.0,44.0,102,291
3022,SP1,14/05/17,Ath Bilbao,Leganes,1,1,D,1,0,H,15,5,6,2,12,8,10,1,2,7,0,0,62.0,33.0,51.0,39.0,55.0,40.0,499,78
3023,SP1,14/05/17,Betis,Ath Madrid,1,1,D,0,0,D,13,5,5,2,7,16,3,5,4,4,0,0,37.0,74.0,38.0,61.0,43.0,53.0,272,650
3024,SP1,14/05/17,Eibar,Sp Gijon,0,1,A,0,1,A,10,11,2,4,9,10,5,6,2,2,0,0,54.0,27.0,54.0,46.0,54.0,48.0,183,194
3025,SP1,14/05/17,Las Palmas,Barcelona,1,4,A,0,2,A,11,11,5,5,13,15,3,6,0,1,0,0,39.0,84.0,52.0,67.0,59.0,62.0,105,841
3026,SP1,14/05/17,Real Madrid,Sevilla,4,1,H,2,0,H,14,11,7,6,14,19,4,5,4,2,0,0,84.0,69.0,96.0,39.0,95.0,44.0,811,542
3027,SP1,14/05/17,Sociedad,Malaga,2,2,D,1,1,D,15,9,5,4,10,16,9,3,1,2,0,0,62.0,45.0,55.0,49.0,58.0,47.0,424,407
3028,SP1,14/05/17,Villarreal,La Coruna,0,0,D,0,0,D,21,3,4,1,15,21,11,3,2,4,0,0,63.0,32.0,53.0,32.0,55.0,32.0,470,267
3029,SP1,17/05/17,Celta,Real Madrid,1,4,A,0,1,A,17,13,6,8,17,9,4,6,4,2,1,0,44.0,87.0,50.0,63.0,57.0,58.0,291,811
3030,SP1,19/05/17,Granada,Espanol,1,2,A,1,2,A,16,5,7,3,12,9,3,3,0,3,0,0,20.0,53.0,29.0,80.0,30.0,80.0,219,422
3031,SP1,20/05/17,La Coruna,Las Palmas,3,0,H,3,0,H,9,13,5,4,25,14,0,9,4,2,0,1,33.0,39.0,40.0,61.0,40.0,64.0,267,105
3032,SP1,20/05/17,Leganes,Alaves,1,1,D,0,0,D,15,17,4,5,9,14,8,4,0,1,0,0,34.0,54.0,35.0,54.0,38.0,53.0,78,102
3033,SP1,20/05/17,Sevilla,Osasuna,5,0,H,3,0,H,17,5,7,2,11,8,1,1,3,1,0,0,69.0,22.0,64.0,49.0,66.0,50.0,542,244
3034,SP1,20/05/17,Sp Gijon,Betis,2,2,D,1,1,D,11,21,5,9,15,14,2,3,0,2,0,0,30.0,38.0,40.0,70.0,40.0,75.0,194,272
3035,SP1,21/05/17,Ath Madrid,Ath Bilbao,3,1,H,2,0,H,12,16,4,1,13,11,2,5,2,0,0,0,75.0,63.0,67.0,26.0,67.0,27.0,650,499
3036,SP1,21/05/17,Barcelona,Eibar,4,2,H,0,1,A,18,6,11,4,3,16,10,4,1,2,0,1,87.0,54.0,112.0,35.0,104.0,35.0,841,183
3037,SP1,21/05/17,Celta,Sociedad,2,2,D,0,0,D,13,18,5,8,8,17,3,7,2,1,0,0,44.0,63.0,51.0,67.0,52.0,60.0,291,424
3038,SP1,21/05/17,Malaga,Real Madrid,0,2,A,0,1,A,22,16,6,8,6,9,9,7,2,0,0,0,46.0,90.0,49.0,53.0,53.0,54.0,407,811
3039,SP1,21/05/17,Valencia,Villarreal,1,3,A,0,1,A,16,14,5,6,15,10,9,0,2,2,0,0,46.0,64.0,55.0,62.0,51.0,65.0,557,470
3040,SP1,18/08/17,Leganes,Alaves,1,0,H,1,0,H,16,6,9,3,14,18,4,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,78,102
3041,SP1,18/08/17,Valencia,Las Palmas,1,0,H,1,0,H,22,5,6,4,25,13,5,2,3,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,557,105
3042,SP1,19/08/17,Celta,Sociedad,2,3,A,1,1,D,16,13,5,6,12,11,5,4,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,291,424
3043,SP1,19/08/17,Girona,Ath Madrid,2,2,D,2,0,H,13,9,6,3,15,15,6,0,2,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,51,650
3044,SP1,19/08/17,Sevilla,Espanol,1,1,D,1,1,D,9,9,4,6,14,12,7,3,2,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,542,422
3045,SP1,20/08/17,Ath Bilbao,Getafe,0,0,D,0,0,D,12,8,2,2,16,15,7,6,1,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,499,366
3046,SP1,20/08/17,Barcelona,Betis,2,0,H,2,0,H,15,3,2,0,16,15,8,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,841,272
3047,SP1,20/08/17,La Coruna,Real Madrid,0,3,A,0,2,A,12,16,6,8,16,12,4,4,5,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,267,811
3048,SP1,21/08/17,Levante,Villarreal,1,0,H,0,0,D,14,9,3,1,18,14,11,6,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,309,470
3049,SP1,21/08/17,Malaga,Eibar,0,1,A,0,0,D,10,13,4,6,16,15,3,7,2,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,407,183
3050,SP1,25/08/17,Betis,Celta,2,1,H,1,1,D,10,9,3,2,13,9,4,6,2,2,0,0,0.0,0.0,0.0,2.0,2.0,3.0,272,291
3051,SP1,25/08/17,Sociedad,Villarreal,3,0,H,3,0,H,15,6,9,1,12,22,10,4,2,2,0,0,3.0,0.0,3.0,2.0,3.0,3.0,424,470
3052,SP1,26/08/17,Alaves,Barcelona,0,2,A,0,0,D,11,23,2,11,12,10,1,14,2,3,0,0,0.0,3.0,0.0,1.0,2.0,0.0,102,841
3053,SP1,26/08/17,Girona,Malaga,1,0,H,1,0,H,15,7,4,2,11,15,2,3,3,4,0,0,1.0,0.0,2.0,2.0,0.0,1.0,51,407
3054,SP1,26/08/17,Las Palmas,Ath Madrid,1,5,A,0,2,A,10,8,4,6,10,9,4,2,4,1,0,0,0.0,1.0,0.0,1.0,2.0,3.0,105,650
3055,SP1,26/08/17,Levante,La Coruna,2,2,D,1,2,A,24,11,5,4,11,12,6,5,0,2,1,0,3.0,0.0,1.0,0.0,0.0,3.0,309,267
3056,SP1,27/08/17,Eibar,Ath Bilbao,0,1,A,0,1,A,14,10,5,4,14,11,4,3,1,1,1,0,3.0,1.0,1.0,0.0,0.0,0.0,183,499
3057,SP1,27/08/17,Espanol,Leganes,0,1,A,0,1,A,17,12,2,8,10,14,9,1,3,3,0,0,1.0,3.0,1.0,1.0,1.0,0.0,422,78
3058,SP1,27/08/17,Getafe,Sevilla,0,1,A,0,0,D,15,6,3,3,20,10,7,5,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,366,542
3059,SP1,27/08/17,Real Madrid,Valencia,2,2,D,1,1,D,22,7,6,3,12,12,13,4,3,5,0,0,3.0,3.0,3.0,0.0,1.0,0.0,811,557
3060,SP1,08/09/17,Leganes,Getafe,1,2,A,0,1,A,11,11,7,3,14,20,2,4,1,2,0,0,6.0,1.0,2.0,0.0,1.0,1.0,78,366
3061,SP1,09/09/17,Barcelona,Espanol,5,0,H,2,0,H,20,9,9,1,11,18,8,7,1,5,0,0,6.0,1.0,4.0,0.0,1.0,2.0,841,422
3062,SP1,09/09/17,Real Madrid,Levante,1,1,D,1,1,D,18,5,10,2,9,16,13,3,2,3,1,0,4.0,4.0,5.0,2.0,3.0,2.0,811,309
3063,SP1,09/09/17,Sevilla,Eibar,3,0,H,0,0,D,12,7,6,2,14,18,6,5,1,1,0,0,4.0,3.0,2.0,1.0,2.0,2.0,542,183
3064,SP1,09/09/17,Valencia,Ath Madrid,0,0,D,0,0,D,11,13,0,4,16,14,4,3,1,0,0,0,4.0,4.0,3.0,2.0,6.0,1.0,557,650
3065,SP1,10/09/17,Ath Bilbao,Girona,2,0,H,1,0,H,7,11,4,7,19,18,6,4,4,6,0,0,4.0,4.0,1.0,0.0,3.0,2.0,499,51
3066,SP1,10/09/17,Celta,Alaves,1,0,H,1,0,H,20,5,3,3,17,17,9,4,4,4,0,0,0.0,0.0,3.0,5.0,0.0,3.0,291,102
3067,SP1,10/09/17,La Coruna,Sociedad,2,4,A,1,2,A,11,15,4,4,18,14,5,7,1,3,0,0,1.0,6.0,2.0,5.0,6.0,2.0,267,424
3068,SP1,10/09/17,Villarreal,Betis,3,1,H,1,1,D,14,8,7,3,9,9,4,3,3,0,0,0,0.0,3.0,0.0,4.0,2.0,3.0,470,272
3069,SP1,11/09/17,Malaga,Las Palmas,1,3,A,0,1,A,14,10,6,8,22,11,3,2,4,2,0,0,0.0,0.0,0.0,2.0,1.0,6.0,407,105
3070,SP1,15/09/17,Eibar,Leganes,1,0,H,0,0,D,10,5,4,2,15,20,8,1,2,5,0,0,3.0,6.0,1.0,4.0,3.0,3.0,183,78
3071,SP1,16/09/17,Ath Madrid,Malaga,1,0,H,0,0,D,17,9,4,4,9,15,8,4,2,2,0,0,5.0,0.0,7.0,3.0,3.0,6.0,650,407
3072,SP1,16/09/17,Betis,La Coruna,2,1,H,1,1,D,17,11,7,3,13,19,6,4,2,3,0,0,3.0,1.0,3.0,6.0,6.0,9.0,272,267
3073,SP1,16/09/17,Getafe,Barcelona,1,2,A,1,0,H,13,7,4,5,15,14,3,4,2,4,0,0,4.0,9.0,2.0,2.0,7.0,0.0,366,841
3074,SP1,16/09/17,Levante,Valencia,1,1,D,1,1,D,9,13,2,5,21,11,1,3,2,1,0,0,5.0,5.0,4.0,3.0,5.0,4.0,309,557
3075,SP1,17/09/17,Alaves,Villarreal,0,3,A,0,1,A,16,16,2,6,12,25,2,3,2,2,0,0,0.0,3.0,0.0,4.0,3.0,5.0,102,470
3076,SP1,17/09/17,Girona,Sevilla,0,1,A,0,0,D,13,13,0,8,14,19,8,1,2,5,0,0,4.0,7.0,3.0,4.0,7.0,2.0,51,542
3077,SP1,17/09/17,Las Palmas,Ath Bilbao,1,0,H,0,0,D,12,11,3,5,12,19,7,6,2,3,0,0,3.0,7.0,4.0,7.0,4.0,6.0,105,499
3078,SP1,17/09/17,Sociedad,Real Madrid,1,3,A,1,2,A,10,18,5,6,12,15,4,6,3,2,0,0,9.0,5.0,10.0,4.0,9.0,5.0,424,811
3079,SP1,18/09/17,Espanol,Celta,2,1,H,2,0,H,9,11,3,1,12,14,3,5,1,4,0,0,1.0,3.0,1.0,7.0,3.0,3.0,422,291
3080,SP1,19/09/17,Barcelona,Eibar,6,1,H,2,0,H,11,13,10,4,4,9,7,7,0,2,0,0,12.0,6.0,11.0,1.0,10.0,3.0,841,183
3081,SP1,19/09/17,Valencia,Malaga,5,0,H,1,0,H,16,11,11,2,9,10,4,9,0,1,0,0,6.0,0.0,4.0,3.0,3.0,3.0,557,407
3082,SP1,20/09/17,Ath Bilbao,Ath Madrid,1,2,A,0,0,D,12,16,7,9,12,12,6,0,0,2,0,0,7.0,8.0,3.0,1.0,2.0,0.0,499,650
3083,SP1,20/09/17,La Coruna,Alaves,1,0,H,1,0,H,15,8,3,3,16,19,5,2,0,2,0,0,1.0,0.0,5.0,11.0,2.0,9.0,267,102
3084,SP1,20/09/17,Leganes,Girona,0,0,D,0,0,D,12,10,1,0,19,20,6,3,2,3,0,0,6.0,4.0,3.0,3.0,3.0,5.0,78,51
3085,SP1,20/09/17,Real Madrid,Betis,0,1,A,0,0,D,27,12,7,4,13,11,12,3,0,3,0,0,8.0,6.0,9.0,4.0,9.0,7.0,811,272
3086,SP1,20/09/17,Sevilla,Las Palmas,1,0,H,0,0,D,14,6,9,0,21,8,12,0,2,2,0,0,10.0,6.0,6.0,1.0,9.0,2.0,542,105
3087,SP1,21/09/17,Celta,Getafe,1,1,D,1,0,H,8,10,4,3,9,21,3,2,2,4,0,0,3.0,4.0,5.0,7.0,6.0,8.0,291,366
3088,SP1,21/09/17,Levante,Sociedad,3,0,H,1,0,H,13,13,9,3,13,11,3,6,2,0,0,1,6.0,9.0,5.0,4.0,9.0,8.0,309,424
3089,SP1,21/09/17,Villarreal,Espanol,0,0,D,0,0,D,14,10,5,3,17,10,5,5,5,2,0,0,6.0,4.0,6.0,5.0,2.0,10.0,470,422
3090,SP1,23/09/17,Alaves,Real Madrid,1,2,A,1,2,A,8,21,3,7,19,19,5,13,5,2,0,0,0.0,8.0,0.0,8.0,3.0,9.0,102,811
3091,SP1,23/09/17,Ath Madrid,Sevilla,2,0,H,0,0,D,13,11,4,0,11,17,7,6,4,3,0,0,11.0,13.0,10.0,4.0,10.0,3.0,650,542
3092,SP1,23/09/17,Girona,Barcelona,0,3,A,0,1,A,13,9,2,5,21,5,9,3,3,0,0,0,5.0,15.0,3.0,5.0,11.0,6.0,51,841
3093,SP1,23/09/17,Malaga,Ath Bilbao,3,3,D,1,1,D,15,8,7,7,16,8,5,1,7,2,1,0,0.0,7.0,1.0,11.0,2.0,9.0,407,499
3094,SP1,24/09/17,Eibar,Celta,0,4,A,0,3,A,9,10,0,6,14,5,4,4,2,1,0,0,6.0,4.0,3.0,10.0,4.0,7.0,183,291
3095,SP1,24/09/17,Espanol,La Coruna,4,1,H,2,0,H,17,21,5,6,16,7,4,6,1,2,0,0,5.0,4.0,3.0,8.0,3.0,9.0,422,267
3096,SP1,24/09/17,Getafe,Villarreal,4,0,H,0,0,D,17,6,8,1,11,16,7,4,1,4,0,0,5.0,7.0,4.0,5.0,6.0,4.0,366,470
3097,SP1,24/09/17,Las Palmas,Leganes,0,2,A,0,0,D,8,9,3,3,10,15,3,2,1,3,0,0,6.0,7.0,5.0,8.0,4.0,8.0,105,78
3098,SP1,24/09/17,Sociedad,Valencia,2,3,A,1,1,D,18,13,6,4,11,13,7,6,3,7,1,1,9.0,9.0,11.0,10.0,16.0,5.0,424,557
3099,SP1,25/09/17,Betis,Levante,4,0,H,0,0,D,14,8,6,1,9,5,6,3,1,0,0,0,9.0,9.0,6.0,7.0,7.0,5.0,272,309
3100,SP1,29/09/17,Celta,Girona,3,3,D,2,2,D,16,10,9,6,9,17,5,6,2,5,0,0,7.0,5.0,10.0,8.0,5.0,10.0,291,51
3101,SP1,30/09/17,La Coruna,Getafe,2,1,H,0,0,D,15,10,9,3,16,22,8,5,6,3,0,0,4.0,8.0,7.0,15.0,11.0,12.0,267,366
3102,SP1,30/09/17,Leganes,Ath Madrid,0,0,D,0,0,D,7,11,3,2,13,13,2,6,2,1,0,0,10.0,14.0,5.0,3.0,7.0,4.0,78,650
3103,SP1,30/09/17,Levante,Alaves,0,2,A,0,1,A,13,8,0,3,11,18,8,4,2,4,0,0,9.0,0.0,8.0,8.0,6.0,7.0,309,102
3104,SP1,30/09/17,Sevilla,Malaga,2,0,H,0,0,D,12,11,5,4,11,12,4,6,2,1,0,0,13.0,1.0,7.0,3.0,9.0,9.0,542,407
3105,SP1,01/10/17,Barcelona,Las Palmas,3,0,H,0,0,D,22,10,10,1,10,11,8,3,5,1,0,0,18.0,6.0,20.0,2.0,17.0,5.0,841,105
3106,SP1,01/10/17,Real Madrid,Espanol,2,0,H,1,0,H,22,8,8,3,8,10,10,3,2,2,0,0,11.0,8.0,11.0,6.0,13.0,6.0,811,422
3107,SP1,01/10/17,Sociedad,Betis,4,4,D,2,2,D,17,10,6,6,9,18,12,5,3,3,0,0,9.0,12.0,13.0,13.0,16.0,7.0,424,272
3108,SP1,01/10/17,Valencia,Ath Bilbao,3,2,H,2,0,H,10,16,6,6,18,16,2,8,3,4,0,0,12.0,8.0,12.0,5.0,12.0,6.0,557,499
3109,SP1,01/10/17,Villarreal,Eibar,3,0,H,1,0,H,12,8,6,1,15,9,6,3,2,1,0,0,7.0,6.0,6.0,9.0,7.0,15.0,470,183
3110,SP1,13/10/17,Espanol,Levante,0,0,D,0,0,D,20,13,6,3,9,13,9,4,2,3,0,0,8.0,9.0,7.0,11.0,7.0,15.0,422,309
3111,SP1,14/10/17,Alaves,Sociedad,0,2,A,0,0,D,8,13,0,6,11,7,4,9,1,1,0,0,3.0,10.0,3.0,10.0,6.0,18.0,102,424
3112,SP1,14/10/17,Ath Bilbao,Sevilla,1,0,H,1,0,H,15,14,2,6,18,9,6,6,5,5,0,0,8.0,16.0,9.0,9.0,6.0,5.0,499,542
3113,SP1,14/10/17,Ath Madrid,Barcelona,1,1,D,1,0,H,5,15,4,7,12,10,2,1,3,2,0,0,15.0,21.0,12.0,4.0,18.0,4.0,650,841
3114,SP1,14/10/17,Getafe,Real Madrid,1,2,A,0,1,A,8,16,3,6,23,8,4,7,2,3,0,0,8.0,14.0,9.0,7.0,8.0,6.0,366,811
3115,SP1,15/10/17,Betis,Valencia,3,6,A,0,2,A,13,13,6,9,11,11,7,5,1,4,0,0,13.0,15.0,14.0,11.0,12.0,11.0,272,557
3116,SP1,15/10/17,Eibar,La Coruna,0,0,D,0,0,D,15,11,6,3,9,10,10,1,2,2,0,0,6.0,7.0,3.0,17.0,6.0,19.0,183,267
3117,SP1,15/10/17,Girona,Villarreal,1,2,A,1,2,A,14,5,3,2,12,20,8,1,3,4,0,0,6.0,10.0,6.0,11.0,6.0,12.0,51,470
3118,SP1,15/10/17,Malaga,Leganes,0,2,A,0,0,D,13,19,5,9,21,21,4,2,4,3,1,0,1.0,11.0,4.0,16.0,6.0,14.0,407,78
3119,SP1,16/10/17,Las Palmas,Celta,2,5,A,0,2,A,24,14,11,7,13,12,14,3,2,1,0,1,6.0,8.0,5.0,13.0,12.0,11.0,105,291
3120,SP1,21/10/17,Barcelona,Malaga,2,0,H,1,0,H,12,13,4,5,10,11,4,3,1,4,0,0,22.0,1.0,24.0,3.0,20.0,6.0,841,407
3121,SP1,21/10/17,Betis,Alaves,2,0,H,1,0,H,12,7,5,3,18,9,6,5,2,2,0,0,13.0,3.0,17.0,17.0,12.0,9.0,272,102
3122,SP1,21/10/17,Levante,Getafe,1,1,D,0,0,D,5,9,1,5,18,16,3,2,1,3,0,0,10.0,8.0,8.0,10.0,10.0,12.0,309,366
3123,SP1,21/10/17,Valencia,Sevilla,4,0,H,1,0,H,18,18,8,5,15,21,7,10,2,4,0,0,18.0,16.0,21.0,10.0,15.0,8.0,557,542
3124,SP1,22/10/17,Celta,Ath Madrid,0,1,A,0,1,A,19,4,8,2,13,19,4,4,3,5,0,0,11.0,16.0,18.0,13.0,14.0,12.0,291,650
3125,SP1,22/10/17,Leganes,Ath Bilbao,1,0,H,0,0,D,15,7,4,1,16,15,4,3,3,4,0,0,14.0,11.0,7.0,3.0,8.0,6.0,78,499
3126,SP1,22/10/17,Real Madrid,Eibar,3,0,H,2,0,H,15,9,7,2,9,7,5,2,1,1,0,0,17.0,7.0,15.0,7.0,13.0,9.0,811,183
3127,SP1,22/10/17,Villarreal,Las Palmas,4,0,H,0,0,D,25,16,9,5,14,9,9,6,1,5,0,0,13.0,6.0,11.0,10.0,8.0,17.0,470,105
3128,SP1,23/10/17,La Coruna,Girona,1,2,A,0,1,A,15,13,6,6,9,16,9,7,3,8,0,0,8.0,6.0,9.0,16.0,11.0,20.0,267,51
3129,SP1,23/10/17,Sociedad,Espanol,1,1,D,0,1,A,19,4,5,1,12,15,10,1,4,4,1,0,13.0,9.0,19.0,17.0,13.0,15.0,424,422
3130,SP1,28/10/17,Alaves,Valencia,1,2,A,0,1,A,16,7,6,2,19,18,6,4,5,1,0,0,3.0,21.0,3.0,14.0,13.0,15.0,102,557
3131,SP1,28/10/17,Ath Bilbao,Barcelona,0,2,A,0,1,A,17,17,5,5,15,12,6,4,1,4,0,0,11.0,25.0,10.0,10.0,13.0,10.0,499,841
3132,SP1,28/10/17,Ath Madrid,Villarreal,1,1,D,0,0,D,18,12,6,4,13,20,11,6,0,4,0,0,19.0,16.0,14.0,5.0,19.0,6.0,650,470
3133,SP1,28/10/17,Sevilla,Leganes,2,1,H,1,0,H,9,10,5,1,16,19,5,6,0,3,0,0,16.0,17.0,9.0,8.0,12.0,4.0,542,78
3134,SP1,29/10/17,Eibar,Levante,2,2,D,0,2,A,16,3,6,2,8,16,6,2,1,3,0,0,7.0,11.0,3.0,20.0,4.0,18.0,183,309
